"time
References : ['TRAN.OUT']
Dependency : [time]
Num. Points : [204031]
Matrix Size : scalar
Type : Real","TRAN.OUT
References : []
Dependency : [time]
Num. Points : [204031]
Matrix Size : scalar
Type : Real"
3.846 nsec,-13.54 fV
3.851 nsec,-14.92 fV
3.856 nsec,-16.76 fV
3.861 nsec,-18.94 fV
3.866 nsec,-20.28 fV
3.871 nsec,-22.09 fV
3.876 nsec,-24.36 fV
3.881 nsec,-26.30 fV
3.886 nsec,-28.00 fV
3.891 nsec,-29.46 fV
3.896 nsec,-30.33 fV
3.901 nsec,-31.61 fV
3.906 nsec,-33.19 fV
3.911 nsec,-33.57 fV
3.916 nsec,-33.56 fV
3.921 nsec,-33.94 fV
3.926 nsec,-33.98 fV
3.931 nsec,-34.42 fV
3.936 nsec,-35.20 fV
3.941 nsec,-34.71 fV
3.946 nsec,-33.65 fV
3.951 nsec,-33.37 fV
3.956 nsec,-33.93 fV
3.961 nsec,-34.44 fV
3.966 nsec,-33.91 fV
3.971 nsec,-32.42 fV
3.976 nsec,-31.26 fV
3.981 nsec,-30.54 fV
3.986 nsec,-29.32 fV
3.991 nsec,-27.16 fV
3.996 nsec,-24.04 fV
4.001 nsec,-20.14 fV
4.006 nsec,-16.32 fV
4.011 nsec,-13.24 fV
4.016 nsec,-10.33 fV
4.021 nsec,-7.318 fV
4.026 nsec,-3.712 fV
4.031 nsec,203.7 aV
4.036 nsec,3.311 fV
4.041 nsec,6.815 fV
4.046 nsec,10.78 fV
4.051 nsec,14.86 fV
4.056 nsec,18.69 fV
4.061 nsec,21.28 fV
4.066 nsec,22.83 fV
4.071 nsec,23.92 fV
4.076 nsec,24.63 fV
4.081 nsec,25.43 fV
4.086 nsec,26.36 fV
4.091 nsec,26.15 fV
4.096 nsec,25.48 fV
4.101 nsec,24.98 fV
4.106 nsec,24.14 fV
4.111 nsec,22.91 fV
4.116 nsec,22.36 fV
4.121 nsec,22.85 fV
4.126 nsec,22.46 fV
4.131 nsec,20.37 fV
4.136 nsec,17.72 fV
4.141 nsec,15.88 fV
4.146 nsec,14.81 fV
4.151 nsec,13.51 fV
4.156 nsec,11.46 fV
4.161 nsec,9.121 fV
4.166 nsec,6.663 fV
4.171 nsec,4.458 fV
4.176 nsec,2.730 fV
4.181 nsec,1.783 fV
4.186 nsec,745.6 aV
4.191 nsec,-217.0 aV
4.196 nsec,-871.2 aV
4.201 nsec,-1.989 fV
4.206 nsec,-4.359 fV
4.211 nsec,-7.134 fV
4.216 nsec,-8.894 fV
4.221 nsec,-9.929 fV
4.226 nsec,-11.19 fV
4.231 nsec,-12.79 fV
4.236 nsec,-14.90 fV
4.241 nsec,-17.51 fV
4.246 nsec,-19.71 fV
4.251 nsec,-21.18 fV
4.256 nsec,-22.50 fV
4.261 nsec,-24.13 fV
4.266 nsec,-25.90 fV
4.271 nsec,-27.25 fV
4.276 nsec,-27.90 fV
4.281 nsec,-28.23 fV
4.286 nsec,-28.64 fV
4.291 nsec,-28.62 fV
4.296 nsec,-28.40 fV
4.301 nsec,-28.71 fV
4.306 nsec,-29.78 fV
4.311 nsec,-30.46 fV
4.316 nsec,-30.92 fV
4.321 nsec,-30.96 fV
4.326 nsec,-29.42 fV
4.331 nsec,-27.61 fV
4.336 nsec,-26.12 fV
